species	sample_key	GTDB_214	sample	element_symbol	element_name	source
sp900766505	NA	NA	SAMEA104138663	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMEA111347028	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMEA111347028	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMEA111347028	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMEA111347028	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMEA114321100	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMEA114321100	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMEA114321100	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMEA114321100	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMEA114321103	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMEA114321103	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMEA114321103	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMEA114321103	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMEA5390768	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMEA5390768	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMEA5390768	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMEA5390768	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMN03197328	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMN03197328	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMN03197328	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMN03197328	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMN03197329	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMN03197329	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMN03197329	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMN03197329	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMN36496298	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMN36496298	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMN36496298	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMN36496298	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMN39987478	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMN39987478	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMN39987478	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
sp900766505	NA	NA	SAMN39987478	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMN39987478	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp900766505	NA	NA	SAMN41327546	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
sp900766505	NA	NA	SAMN41327546	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
sp900766505	NA	NA	SAMN41327546	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
sp900766505	NA	NA	SAMN41327546	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
sp902460355	50cc	sp902460355	050Cc-CMPN001x04_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
sp902460355	50cc	sp902460355	050Cc-CMPN001x04_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
vestibularis	71v	vestibularis	71v	NA	NA	rmarvig
vestibularis	84v	vestibularis	84v	NA	NA	rmarvig
vestibularis	110av	vestibularis	110av	NA	NA	rmarvig
vestibularis	NA	NA	SAMEA13883080	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
vestibularis	NA	NA	SAMEA104055286	NA	NA	atb
vestibularis	NA	NA	SAMEA104113812	NA	NA	atb
vestibularis	NA	NA	SAMEA104113813	NA	NA	atb
vestibularis	NA	NA	SAMEA104113814	NA	NA	atb
vestibularis	NA	NA	SAMEA104113815	NA	NA	atb
vestibularis	NA	NA	SAMEA104138627	NA	NA	atb
vestibularis	NA	NA	SAMEA114321082	NA	NA	atb
vestibularis	NA	NA	SAMEA114856755	NA	NA	atb
vestibularis	NA	NA	SAMN03196966	NA	NA	atb
vestibularis	NA	NA	SAMN03196967	NA	NA	atb
vestibularis	NA	NA	SAMN19353707	NA	NA	atb
vestibularis	NA	NA	SAMN26876540	NA	NA	atb
vestibularis	NA	NA	SAMN26876550	NA	NA	atb
xiaochunlingii	39pp	xiaochunlingii	039Pp-CMPN001x39_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
xiaochunlingii	39pp	xiaochunlingii	039Pp-CMPN001x39_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
xiaochunlingii	39pp	xiaochunlingii	039Pp-CMPN001x39_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
xiaochunlingii	108cap	xiaochunlingii	108Cap-CMPN001x24_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
xiaochunlingii	108cap	xiaochunlingii	108Cap-CMPN001x24_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
xiaochunlingii	140cp	xiaochunlingii	140Cp-CMPN001x65_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
xiaochunlingii	140cp	xiaochunlingii	140Cp-CMPN001x65_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
xiaochunlingii	140cp	xiaochunlingii	140Cp-CMPN001x65_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
xiaochunlingii	140cp	xiaochunlingii	140Cp-CMPN001x65_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
xiaochunlingii	146pp	xiaochunlingii	146Pp-CMPN001x69_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
xiaochunlingii	146pp	xiaochunlingii	146Pp-CMPN001x69_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
xiaochunlingii	146pp	xiaochunlingii	146Pp-CMPN001x69_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
xiaochunlingii	146pp	xiaochunlingii	146Pp-CMPN001x69_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
xiaochunlingii	146pp	xiaochunlingii	146Pp-CMPN001x69_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
xiaochunlingii	NA	NA	SAMEA104113826	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMEA104113826	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMEA104113842	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMEA104113842	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMEA104113842	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMEA104113842	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMEA104151634	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA104151639	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA104151639	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMEA104151639	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMEA104151643	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMEA104151643	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMEA104151643	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMEA104151643	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMEA104151643	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA112653992	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA114321099	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMEA114321099	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMEA114321099	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMEA114321099	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMEA114321099	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA114321099	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
xiaochunlingii	NA	NA	SAMEA115092473	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA115092473	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
xiaochunlingii	NA	NA	SAMEA115106822	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA115606954	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMEA116302146	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMEA116302146	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMEA3353968	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMEA3353968	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMEA3353968	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMEA3353968	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMEA3882083	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMEA3882083	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMN03197128	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMN03197128	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMN03197590	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
xiaochunlingii	NA	NA	SAMN03197590	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
xiaochunlingii	NA	NA	SAMN03197590	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMN09631674	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMN09631674	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMN09631675	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
xiaochunlingii	NA	NA	SAMN09631675	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
xiaochunlingii	NA	NA	SAMN42334627	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
xiaochunlingii	NA	NA	SAMN42334627	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
xiaochunlingii	NA	NA	SAMEA104151644	NA	NA	atb
xiaochunlingii	NA	NA	SAMN09631676	NA	NA	atb
